rainfall,soil_moisture,tilt_x,tilt_y,vibration,temperature,pressure,landslide
75.89,49.0,2.982,2.786,0.002,24.23,992.24,1
15.4,51.3,0.146,1.413,0.684,18.83,991.27,0
69.42,97.26,2.09,2.99,0.456,20.73,1018.2,0
83.21,36.65,2.524,0.471,0.103,15.61,1016.02,0
84.07,66.46,1.946,2.127,0.856,30.96,1000.85,1
90.42,47.81,1.709,1.958,0.203,21.03,1018.73,1
104.74,15.5,2.123,2.617,0.326,19.39,1015.86,1
60.0,54.04,1.288,0.277,0.178,31.09,1017.06,0
87.63,83.2,0.274,0.841,0.927,15.79,1007.85,0
74.3,18.89,2.887,0.397,0.758,20.69,1018.75,0
22.4,16.26,1.297,2.799,0.724,20.26,1014.29,0
3.08,23.83,1.996,1.28,0.044,20.26,1018.2,0
34.14,78.8,1.594,2.73,0.523,15.23,998.45,1
53.16,75.16,0.164,0.883,0.575,33.69,1005.96,1
74.05,60.85,2.858,0.379,0.383,32.28,1016.03,1
102.0,52.14,2.378,0.89,0.322,23.29,1007.39,1
23.55,89.95,0.447,1.792,0.852,23.91,1014.03,0
15.07,79.0,2.945,2.536,0.023,25.48,1019.19,0
115.62,83.07,2.211,1.156,0.625,24.57,1014.14,1
12.97,83.19,1.417,2.744,0.394,30.58,999.46,0
57.42,67.84,1.834,0.733,0.666,24.77,993.56,1
70.27,51.22,0.32,2.081,0.198,18.78,998.18,0
64.96,87.82,1.681,2.207,0.239,17.34,1009.88,1
10.32,93.34,0.221,0.822,0.587,33.37,990.33,1
6.84,12.14,1.635,0.081,0.98,15.97,995.69,0
12.66,14.64,1.658,1.096,0.975,32.95,999.81,0
70.27,96.29,2.623,0.136,0.249,28.81,1016.26,1
65.32,34.94,2.175,2.702,0.102,23.09,991.53,1
28.05,88.6,0.749,2.861,0.59,18.74,991.5,1
76.53,44.99,2.665,2.206,0.42,21.21,1006.55,1
98.41,20.72,1.72,2.18,0.762,25.6,995.33,0
4.99,17.24,1.819,0.723,0.528,28.14,997.27,0
59.78,24.09,0.507,0.222,0.511,28.83,995.53,0
82.72,32.49,2.573,2.406,0.646,23.95,1007.45,0
30.28,53.97,2.793,1.677,0.126,22.48,991.67,0
36.93,73.13,2.325,2.045,0.677,30.37,1018.2,1
73.64,98.78,2.822,2.339,0.489,33.51,993.69,1
107.75,49.74,0.907,1.228,0.82,33.29,1018.55,1
97.19,56.64,2.583,0.434,0.139,26.03,1013.34,1
69.98,56.96,1.467,2.385,0.301,16.58,1014.84,1
87.63,58.55,0.492,1.361,0.95,16.47,995.18,1
43.78,56.6,2.006,2.481,0.553,23.06,1010.09,1
76.92,10.79,2.052,1.313,0.929,29.66,1014.51,1
55.94,10.16,0.861,0.651,0.689,24.95,1006.74,0
22.79,18.79,0.082,0.513,0.926,27.55,1006.53,0
84.21,19.14,0.6,2.232,0.318,31.87,994.78,0
66.78,73.44,1.199,1.725,0.091,15.81,1002.43,1
43.03,28.44,0.503,1.214,0.802,33.48,994.52,1
109.36,90.52,0.582,1.476,0.804,21.62,1019.19,1
2.51,93.57,1.174,1.649,0.619,15.94,1010.55,0
37.89,97.83,2.885,0.718,0.58,31.71,991.45,0
6.83,94.52,2.293,1.134,0.915,33.68,1004.3,0
91.98,34.47,0.959,0.877,0.176,30.37,1009.14,0
84.25,55.88,2.855,1.165,0.617,31.09,992.87,1
39.76,25.79,1.937,1.502,0.05,32.43,1009.95,0
81.08,82.56,1.366,0.52,0.141,25.45,995.32,0
47.51,89.96,1.405,1.181,0.437,28.61,1002.24,1
90.75,86.62,1.232,1.156,0.821,20.73,1008.77,1
54.5,49.0,0.699,0.858,0.733,19.99,1000.95,0
49.47,78.28,1.16,2.995,0.974,27.18,1001.43,0
112.17,18.78,1.584,0.221,0.045,29.69,1015.31,0
30.11,13.62,1.584,1.929,0.381,22.94,999.28,0
14.45,77.79,2.285,0.523,0.159,23.01,1009.66,0
70.15,48.28,1.076,2.519,0.037,34.08,1015.47,0
116.32,99.6,2.15,2.743,0.264,25.37,994.58,1
45.34,18.75,1.734,1.204,0.244,34.73,991.38,0
7.44,87.01,2.886,2.47,0.42,32.26,1014.77,1
40.72,53.2,1.156,0.75,0.14,27.79,1006.53,0
60.71,84.44,2.704,0.42,0.489,15.18,1014.83,0
19.43,83.54,2.462,0.948,0.92,20.92,996.39,1
78.97,92.44,1.913,1.025,0.748,23.35,1014.98,1
119.73,36.81,1.964,1.192,0.842,28.06,992.86,1
54.21,95.48,0.254,1.119,0.805,22.91,1016.5,1
42.57,23.65,2.851,1.233,0.39,31.56,1014.68,1
48.08,17.38,0.321,2.13,0.709,28.26,1007.02,0
13.82,48.85,1.69,0.737,0.754,21.94,1008.25,0
105.99,84.55,0.99,0.056,0.206,30.69,1000.38,0
49.78,52.61,1.29,1.469,0.86,21.06,996.05,0
46.47,84.64,1.831,1.345,0.458,16.26,1003.66,1
79.16,75.67,2.727,0.18,0.016,18.45,1009.72,1
53.04,28.85,1.373,0.401,0.643,15.05,1019.95,0
77.79,95.4,2.963,1.53,0.677,31.65,1014.52,1
7.37,15.47,1.778,0.704,0.552,27.54,1003.03,0
97.65,90.85,0.482,2.633,0.212,26.41,1012.3,1
112.86,37.4,0.57,0.52,0.482,28.24,993.24,1
77.85,55.01,2.148,0.06,0.4,28.07,1002.45,1
114.55,48.01,0.151,1.343,0.975,26.31,1002.75,1
18.17,25.47,1.441,2.958,0.825,31.85,1019.96,0
57.29,42.23,0.445,1.902,0.762,23.82,1001.73,1
72.22,27.36,1.3,1.062,0.181,31.1,992.5,0
69.81,28.35,2.25,0.051,0.331,30.73,992.02,0
48.18,26.84,1.376,1.455,0.38,18.99,1010.95,0
40.57,54.01,0.49,0.619,0.493,24.08,998.67,0
15.22,81.81,0.756,1.943,0.03,31.7,1016.07,1
47.01,61.21,1.103,1.749,0.593,31.62,1004.49,0
19.52,90.39,0.209,0.796,0.358,15.48,999.91,0
88.12,67.29,1.753,0.207,0.562,19.46,1012.77,1
25.06,72.04,1.823,2.265,0.009,23.48,1002.53,1
7.03,70.08,0.186,1.756,0.321,15.94,1012.12,1
66.28,50.45,1.207,2.526,0.769,20.21,1011.42,1
71.43,72.04,1.242,0.779,0.501,20.17,1011.7,0
104.63,16.27,1.001,1.959,0.789,19.29,1015.71,1
69.24,87.39,1.673,0.356,0.699,22.93,1015.45,1
41.46,80.0,1.038,0.875,0.855,31.26,1009.94,1
96.36,32.07,1.249,1.97,0.007,19.88,1018.71,1
64.83,79.12,2.393,2.477,0.261,26.64,990.62,1
9.51,11.14,0.486,0.963,0.549,26.15,1017.91,0
67.9,29.55,1.857,2.397,0.941,31.36,994.45,1
108.96,15.86,1.517,2.033,0.68,22.88,996.35,0
47.56,80.22,0.915,1.046,0.457,19.47,1014.52,0
35.56,78.03,2.183,2.629,0.13,32.83,1002.01,0
17.22,83.23,1.654,1.528,0.493,31.66,1002.76,1
18.17,10.4,1.432,1.945,0.441,27.43,997.84,0
51.93,55.11,2.003,1.487,0.778,16.86,996.73,1
71.48,73.44,2.407,1.358,0.413,15.32,993.19,1
9.67,23.99,2.918,2.544,0.319,18.65,995.9,1
112.75,68.48,1.888,0.884,0.09,18.93,1007.0,1
90.62,17.57,2.623,0.11,0.047,17.72,1011.2,1
70.39,26.32,0.003,2.639,0.439,20.24,1012.17,1
99.41,52.82,1.591,2.475,0.347,21.76,1001.1,1
9.62,68.82,0.644,1.1,0.555,30.09,1017.66,0
57.22,23.13,0.283,0.556,0.712,29.19,999.86,1
75.61,26.67,1.596,2.027,0.04,17.09,993.33,0
99.44,28.4,2.24,0.236,0.496,34.54,1018.36,1
94.02,31.48,1.237,1.271,0.862,30.04,1006.22,0
33.25,30.39,2.01,0.258,0.455,18.27,1019.14,0
112.91,45.56,1.469,1.794,0.521,17.49,1001.81,1
14.92,68.84,1.311,0.082,0.487,16.75,1012.72,0
105.02,49.42,0.871,1.888,0.39,29.64,993.3,0
116.51,79.84,1.148,2.02,0.11,19.73,1015.62,1
21.26,74.73,1.049,1.461,0.126,16.46,995.12,0
86.65,21.39,1.939,0.525,0.179,23.44,992.06,1
4.83,14.4,0.348,0.304,0.793,29.17,992.93,0
48.65,89.01,0.278,0.94,0.275,21.09,1006.72,1
61.95,17.18,1.98,1.396,0.948,24.65,998.76,1
69.68,23.35,1.639,1.927,0.81,18.85,1018.83,1
112.31,11.99,1.291,0.004,0.685,23.58,1015.58,0
80.67,66.55,0.457,2.133,0.72,22.18,1014.1,1
57.75,62.41,1.233,2.138,0.048,23.68,1014.29,0
97.16,98.82,2.369,1.334,0.568,24.31,1016.72,1
114.06,89.82,2.669,1.03,0.941,16.85,1015.96,1
2.65,46.98,2.108,2.527,0.039,16.87,1017.85,0
117.9,43.44,0.18,2.354,0.291,20.21,1018.03,0
10.34,36.72,2.011,2.95,0.052,17.32,998.95,0
97.73,23.72,0.723,1.116,0.57,20.06,996.59,0
33.64,22.43,0.946,2.72,0.116,15.49,1009.29,0
15.86,21.91,0.588,0.262,0.479,22.01,993.7,0
52.78,20.27,2.327,1.234,0.72,19.27,996.33,1
77.27,31.65,1.946,1.396,0.164,32.84,1013.19,0
45.71,37.6,1.836,1.323,0.755,32.16,1009.48,0
6.55,96.54,2.004,1.875,0.06,21.01,1009.53,1
71.94,62.06,0.71,0.511,0.15,24.51,1018.52,1
108.29,98.88,1.334,2.599,0.28,34.12,1010.03,0
45.99,43.52,1.9,1.655,0.796,25.48,1002.92,0
25.96,51.19,1.91,2.713,0.85,31.97,998.41,1
53.11,39.21,2.376,0.008,0.22,31.53,1000.16,0
5.8,26.46,0.861,1.89,0.096,33.83,998.33,0
98.46,22.88,2.311,1.237,0.848,21.11,991.05,1
99.16,95.06,1.321,1.515,0.649,15.87,997.85,1
70.56,98.81,2.011,2.231,0.158,17.08,1015.06,1
42.37,14.04,1.367,0.681,0.558,26.43,1011.85,0
95.97,23.53,2.846,0.615,0.872,25.61,1008.66,1
66.56,48.12,0.538,2.109,0.07,20.97,1017.07,0
99.11,26.77,2.025,1.564,0.084,19.97,997.92,0
75.78,42.75,1.73,0.701,0.274,29.19,1007.33,0
94.13,21.62,0.518,1.452,0.652,21.81,990.94,1
71.83,51.09,0.198,1.379,0.178,27.08,1016.76,0
49.7,34.45,2.397,2.074,0.816,29.25,1003.43,0
114.95,41.67,0.472,0.008,0.75,23.61,995.34,1
64.93,18.49,0.56,1.76,0.561,18.87,997.18,1
72.61,48.53,2.935,1.817,0.116,32.22,1015.45,1
26.46,98.49,2.152,2.237,0.988,16.87,993.26,1
75.08,39.59,0.751,2.668,0.49,31.59,1017.76,0
68.59,88.88,1.773,1.321,0.452,31.73,1001.2,1
22.18,85.89,1.602,1.028,0.996,26.42,997.53,0
7.15,95.69,2.533,0.307,0.864,27.59,999.96,0
72.52,81.11,2.188,1.011,0.456,22.16,1002.27,1
91.64,69.36,2.495,0.205,0.419,31.83,1006.44,1
62.81,87.09,0.635,2.408,0.096,20.27,1007.6,1
27.21,16.81,1.921,2.421,0.927,26.2,1003.43,1
79.98,51.65,0.121,1.252,0.844,15.04,1003.39,1
9.61,99.03,0.207,0.779,0.31,33.8,998.56,0
53.02,79.26,2.141,0.354,0.753,33.97,1001.51,0
19.6,96.59,0.073,2.554,0.763,29.21,1004.01,1
22.14,80.17,1.739,2.632,0.228,23.46,1007.93,0
24.28,88.74,2.521,0.799,0.614,18.57,993.92,1
46.4,73.59,1.14,1.865,0.255,24.85,1012.92,0
6.14,78.45,0.135,0.776,0.79,30.83,1010.42,0
47.74,57.09,2.142,0.675,0.154,27.11,998.96,0
61.4,93.18,2.789,0.064,0.669,25.55,1003.78,1
58.0,84.25,2.152,1.731,0.326,31.99,1018.41,1
45.93,85.95,1.735,0.45,0.036,21.26,990.61,1
100.7,70.57,0.69,0.037,0.124,32.2,1014.34,0
17.44,37.41,0.046,0.315,0.655,23.79,1005.35,0
60.68,13.21,2.084,0.941,0.24,15.05,1008.56,0
7.44,94.21,0.693,2.007,0.631,29.64,1010.54,0
8.54,62.75,2.574,0.608,0.415,32.56,1003.68,0
68.86,36.83,1.399,2.663,0.693,24.69,995.76,1
67.92,23.42,1.592,0.865,0.493,24.09,1017.29,0
105.36,84.66,2.262,0.994,0.309,31.11,1012.21,1
66.94,85.29,2.338,0.654,0.146,32.7,1006.79,0
115.17,83.31,1.928,0.761,0.341,34.49,1003.45,1
5.84,68.06,2.815,0.222,0.635,21.91,1004.98,0
11.76,42.94,2.947,0.884,0.74,26.89,1014.71,1
5.29,37.37,2.841,2.579,0.16,31.46,990.38,0
22.23,10.77,2.473,2.065,0.664,25.64,1015.96,0
64.95,85.02,2.117,2.626,0.179,24.24,991.4,1
77.47,17.87,1.99,0.315,0.222,26.44,1008.48,0
5.47,66.77,0.311,1.367,0.531,22.14,999.99,1
113.52,55.37,0.814,0.688,0.289,18.84,1010.35,1
101.06,57.4,0.017,2.164,0.662,16.33,992.57,1
35.59,93.4,0.412,2.911,0.956,27.2,1006.69,1
9.26,12.85,1.318,2.446,0.149,22.58,1015.66,0
20.39,79.61,0.44,0.106,0.571,32.66,1004.84,0
15.23,14.68,2.705,0.95,0.923,19.46,992.53,0
14.79,13.43,2.417,0.086,0.177,21.21,991.12,0
62.23,48.68,0.215,0.121,0.367,34.41,1008.64,0
29.5,15.68,0.747,0.239,0.124,26.13,992.09,0
42.98,81.02,2.457,0.829,0.642,21.94,992.14,1
118.74,57.66,2.409,0.913,0.669,32.22,1002.76,1
82.12,12.61,2.836,1.201,0.664,29.87,996.29,1
113.88,13.65,2.993,1.215,0.542,26.46,996.13,0
17.11,65.14,2.929,2.314,0.746,32.78,1004.43,1
45.86,82.55,1.23,0.424,0.036,16.88,998.42,1
66.57,49.4,0.751,0.473,0.958,22.89,996.58,0
9.21,59.91,2.275,1.88,0.222,31.21,1005.43,0
0.5,81.98,0.898,1.715,0.122,22.72,998.73,0
80.45,64.95,2.419,0.462,0.941,33.53,992.41,1
77.02,30.23,1.602,2.557,0.83,18.05,1010.48,1
49.29,65.17,2.382,0.987,0.765,21.73,1007.57,1
58.76,66.55,0.828,1.101,0.105,23.51,996.36,1
49.85,76.07,1.524,1.261,0.808,28.74,1007.47,1
2.88,65.88,1.692,0.968,0.609,18.91,1018.67,0
40.24,97.23,2.829,1.672,0.732,15.2,1018.69,0
21.25,27.76,0.8,1.166,0.978,34.53,1005.96,0
11.81,95.6,2.81,0.778,0.194,32.98,992.94,0
114.81,58.45,2.415,2.713,0.504,21.0,1003.75,1
71.92,70.48,2.193,0.925,0.753,24.67,990.81,1
87.44,18.95,2.361,2.095,0.434,24.78,1002.46,1
37.84,44.25,1.816,1.042,0.055,32.38,1017.28,0
47.18,79.24,0.732,1.306,0.111,26.94,1004.02,0
28.43,73.62,0.568,0.708,0.602,31.53,1006.51,0
11.64,13.61,2.599,2.257,0.285,33.24,994.74,0
21.48,59.19,2.175,2.212,0.138,26.32,990.47,0
95.7,17.95,0.64,0.067,0.34,20.71,1019.8,0
81.31,99.63,1.845,0.181,0.201,24.97,1000.15,1
65.63,90.76,1.343,2.767,0.024,32.02,998.38,0
57.01,11.9,0.476,2.666,0.152,26.67,1007.14,0
110.69,87.28,1.596,1.518,0.883,32.91,1012.36,1
8.73,92.75,0.845,1.48,0.012,32.91,997.54,0
33.67,41.82,0.289,2.437,0.774,22.47,1005.72,0
41.99,74.76,1.401,0.415,0.753,23.96,999.98,1
93.89,49.79,1.77,1.961,0.564,28.56,1004.43,0
119.1,68.97,0.141,1.428,0.208,17.22,994.84,1
28.88,40.63,1.206,2.23,0.878,24.31,1005.3,0
104.92,39.03,0.773,0.09,0.475,17.99,991.42,0
99.67,48.2,0.092,1.778,0.173,31.96,1015.2,1
26.96,23.1,0.377,1.67,0.429,33.86,1008.83,0
47.92,84.8,0.417,2.523,0.195,17.83,1018.24,1
49.16,41.38,0.549,2.031,0.376,28.35,1007.99,1
117.39,46.01,2.41,2.64,0.497,27.73,995.46,1
21.71,90.46,1.318,2.662,0.36,30.2,1004.52,0
95.9,54.7,0.441,1.224,0.657,28.92,1009.94,1
40.1,58.98,0.301,0.412,0.936,19.34,1001.23,0
87.7,96.08,0.894,1.891,0.348,20.82,1006.58,0
50.4,89.81,2.394,2.621,0.356,18.3,994.88,1
69.4,25.25,1.093,0.225,0.738,33.42,1013.31,1
99.91,52.59,0.48,1.674,0.531,25.44,1017.29,1
96.5,97.42,1.212,0.345,0.429,34.52,999.45,1
103.97,43.51,1.666,0.081,0.814,23.99,1013.8,1
7.15,43.44,0.089,2.039,0.891,26.05,992.76,0
83.05,27.55,1.883,2.046,0.591,30.79,997.4,0
16.8,20.29,1.185,1.802,0.185,30.94,1003.86,0
49.9,76.63,0.029,2.578,0.466,19.62,1001.59,0
65.83,79.3,2.022,0.243,0.504,20.77,1008.59,0
48.33,97.21,2.137,0.316,0.432,16.96,1006.89,1
62.35,79.61,1.887,2.594,0.262,31.11,992.62,1
119.58,31.9,1.026,1.51,0.472,30.88,993.95,1
16.23,13.61,1.589,0.819,0.447,16.63,991.55,0
81.05,98.69,1.161,2.214,0.209,20.15,1018.58,1
47.52,40.64,2.102,2.683,0.903,24.0,1009.36,1
15.96,38.08,1.751,2.069,0.885,25.84,1015.67,0
19.05,91.54,0.245,2.376,0.76,25.45,1006.24,1
113.91,62.66,1.929,0.847,0.401,34.66,995.82,1
105.55,29.34,2.062,0.866,0.37,30.28,1008.8,1
108.85,90.02,1.112,2.592,0.716,17.26,1005.16,1
118.98,99.4,2.627,1.845,0.608,20.87,1002.25,1
25.0,17.8,2.529,0.702,0.601,21.91,1001.15,0
42.65,87.6,0.525,1.572,0.124,21.3,1009.5,1
80.31,45.15,2.713,2.058,0.618,30.72,1008.53,0
58.06,57.17,1.323,0.656,0.902,22.21,994.55,1
50.21,92.33,2.171,1.965,0.086,24.85,1014.49,1
42.94,97.6,2.442,0.126,0.339,25.67,1009.08,1
71.25,33.59,1.515,0.911,0.509,20.41,1006.07,0
69.07,29.16,1.197,2.022,0.686,21.45,1012.47,1
19.37,17.25,2.746,0.448,0.09,30.6,994.61,0
56.61,60.56,0.693,0.667,0.873,32.33,1017.59,1
66.42,11.22,0.771,2.637,0.041,15.74,998.12,0
68.43,47.07,1.085,2.023,0.858,27.1,997.88,0
25.21,16.6,2.578,1.497,0.028,27.67,1014.45,0
89.07,46.47,2.816,0.633,0.154,29.75,1000.02,1
3.02,13.59,0.66,1.024,0.8,28.88,1014.92,1
42.58,85.17,2.592,1.723,0.86,32.55,999.84,0
93.63,28.88,0.775,0.466,0.982,16.57,1006.52,1
67.67,39.55,2.912,1.445,0.116,22.77,996.93,0
31.34,88.3,1.792,1.227,0.526,30.64,1011.95,1
83.39,77.16,0.021,1.43,0.077,31.93,995.01,0
68.09,29.71,0.102,0.317,0.156,20.3,1016.98,0
95.55,16.47,0.442,0.319,0.174,26.71,1001.15,0
88.2,74.41,0.563,2.892,0.063,18.62,1004.15,1
73.21,45.16,2.303,2.938,0.893,32.02,990.72,1
58.58,78.95,0.668,1.278,0.126,29.61,1019.27,1
15.98,50.08,2.907,2.367,0.629,19.44,1014.4,0
31.36,41.14,1.908,1.967,0.626,27.48,1003.41,0
50.29,50.61,2.078,0.351,0.199,25.19,1017.61,0
71.92,77.37,0.653,0.89,0.998,20.18,1017.93,0
61.64,91.2,2.678,0.941,0.347,32.86,1005.99,0
34.58,14.48,2.003,1.787,0.905,17.96,997.02,0
0.78,57.17,2.593,1.74,0.948,24.35,1004.61,1
59.55,12.96,2.869,2.771,0.949,26.66,999.74,1
34.28,52.16,0.377,2.37,0.753,31.47,1003.44,0
88.15,89.68,0.29,2.571,0.254,18.0,1017.34,1
2.87,42.54,2.41,2.674,0.121,27.18,998.46,0
70.18,93.92,2.598,2.404,0.57,15.13,1015.17,1
112.98,66.75,1.751,0.999,0.36,31.45,1018.06,1
20.93,94.07,1.098,0.645,0.831,19.69,1014.15,1
56.6,78.14,1.958,1.715,0.745,29.42,1005.82,0
10.97,19.31,0.917,2.069,0.276,27.04,1006.92,0
75.08,30.8,0.715,1.16,0.017,16.0,1014.59,0
66.06,45.48,1.464,2.545,0.237,18.66,991.34,1
48.88,25.31,0.648,2.882,0.567,20.35,1012.08,0
62.57,54.54,1.451,1.708,0.079,32.73,1005.87,1
107.59,52.42,2.87,1.37,0.658,24.62,1001.91,1
23.56,96.06,2.519,2.529,0.672,33.27,1013.01,0
2.71,49.04,2.825,0.073,0.169,15.95,997.99,0
103.4,80.71,2.419,0.387,0.596,15.13,1016.87,1
69.25,94.77,1.064,2.537,0.607,33.96,1010.65,1
106.88,88.93,2.436,2.196,0.478,29.48,1008.3,1
71.63,28.78,2.769,1.248,0.953,30.67,1005.69,1
97.22,54.64,2.841,2.667,0.108,33.32,996.38,1
51.56,41.3,2.05,1.054,0.407,34.69,1008.51,0
89.98,45.99,0.634,1.902,0.883,16.95,1011.75,1
109.56,42.47,0.119,1.903,0.386,18.17,990.35,1
68.65,84.37,0.442,0.553,0.425,18.77,1000.99,1
21.69,50.69,2.897,0.855,0.668,31.37,1014.97,0
32.26,57.13,1.386,2.748,0.666,22.11,1008.97,1
23.84,98.42,2.565,0.55,0.023,26.87,1008.46,0
29.62,15.4,1.395,0.521,0.456,32.1,996.86,0
36.77,53.92,1.982,1.439,0.334,28.66,1008.96,0
66.62,79.67,0.072,0.277,0.628,16.31,1013.58,1
70.56,23.6,0.75,2.684,0.556,23.91,1002.05,1
51.18,65.04,1.309,0.3,0.651,16.35,995.46,1
73.85,31.55,1.892,1.85,0.654,24.58,992.32,0
9.79,88.07,0.515,1.019,0.255,19.39,1005.17,1
10.53,39.44,2.294,2.413,0.246,15.03,1010.52,0
20.62,39.62,1.093,1.769,0.37,31.26,994.88,0
62.17,63.84,2.452,1.165,0.242,34.39,1002.64,1
25.68,26.52,0.294,2.952,0.683,34.28,1007.06,0
33.99,35.64,2.039,0.199,0.603,20.98,994.68,0
48.04,47.5,0.88,1.733,0.216,31.58,998.1,1
97.42,41.83,2.386,2.969,0.884,28.58,1008.25,1
1.66,57.24,1.207,2.073,0.461,31.0,1011.75,1
77.93,63.97,1.996,2.219,0.127,31.92,1009.08,1
80.27,61.0,2.803,0.096,0.213,34.61,1011.41,0
95.84,68.88,0.062,0.064,0.54,18.03,1007.45,0
111.93,37.7,0.033,0.108,0.338,30.39,1015.07,1
2.42,21.38,2.311,2.975,0.851,29.68,1014.8,0
18.45,78.47,1.939,2.939,0.495,20.75,1013.89,1
106.34,86.57,0.879,1.004,0.915,22.85,1007.26,1
55.02,33.13,1.483,0.873,0.102,18.54,1019.82,0
67.75,46.64,0.126,0.438,0.669,33.27,991.17,0
79.56,54.87,0.577,0.987,0.886,32.59,995.87,0
81.49,58.0,1.273,1.11,0.293,27.28,1014.27,1
111.81,69.35,2.502,2.245,0.136,25.23,1014.79,1
119.63,13.74,1.439,2.599,0.457,19.66,1014.56,0
86.42,74.93,1.759,2.24,0.961,30.79,1016.18,1
34.47,15.58,2.621,1.939,0.633,15.16,1002.68,1
105.57,52.15,0.926,2.298,0.644,24.26,1017.96,1
5.91,84.49,2.102,2.215,0.672,32.21,996.28,1
27.73,50.61,2.585,1.427,0.04,27.37,1018.11,0
107.69,23.42,0.608,1.008,0.446,27.7,1006.7,0
30.74,98.65,1.069,0.848,0.078,16.41,994.92,0
26.48,90.04,2.939,2.038,0.316,20.73,1012.08,0
16.58,79.42,2.95,2.878,0.822,28.48,998.88,1
103.09,47.04,0.67,1.743,0.656,15.99,996.61,1
60.01,26.55,0.199,2.738,0.996,21.62,995.16,0
80.99,94.73,0.813,0.043,0.172,22.08,990.88,1
28.69,57.91,1.193,2.383,0.397,24.97,1012.94,0
90.96,86.71,1.323,2.561,0.81,22.25,1004.6,1
91.2,40.79,1.856,1.893,0.216,24.08,1019.36,0
37.51,40.18,2.699,2.802,0.154,25.94,1003.18,1
49.28,98.7,0.991,1.77,0.428,17.57,1015.3,1
25.16,56.96,2.55,0.722,0.384,18.61,1019.04,0
117.19,22.66,0.28,0.647,0.98,31.65,990.67,1
77.47,29.77,0.126,1.668,0.456,24.2,993.16,0
112.15,53.37,1.512,2.719,0.861,22.1,1000.44,1
36.41,13.82,0.179,0.217,0.888,23.68,1016.1,0
93.83,51.63,1.177,1.813,0.158,18.5,1015.14,0
91.9,47.7,2.69,2.309,0.715,19.8,1001.0,1
83.0,80.14,0.724,0.346,0.278,25.31,996.0,0
115.88,41.94,2.118,0.35,0.095,22.18,1014.07,0
47.23,98.43,0.907,1.098,0.875,24.51,1007.91,1
15.69,26.27,0.135,0.822,0.292,17.99,990.95,0
80.61,63.19,1.67,0.595,0.345,18.13,1014.13,1
87.52,18.07,2.505,0.596,0.324,22.68,1018.71,0
69.01,76.05,1.228,0.392,0.2,22.58,991.26,1
24.82,99.53,1.852,1.833,0.435,32.67,998.58,0
60.53,83.72,2.7,2.064,0.428,15.67,1014.58,1
37.46,60.01,2.369,2.109,0.409,34.86,1007.54,0
51.3,53.63,0.582,1.597,0.916,34.13,1019.68,1
77.43,85.15,2.2,2.859,0.34,25.85,1017.47,1
89.43,94.24,1.506,2.642,0.03,29.38,995.35,1
27.87,99.03,2.238,2.873,0.178,33.71,1010.22,0
48.64,45.69,1.484,1.166,0.721,20.02,1009.6,1
32.3,99.18,0.384,2.633,0.591,21.31,993.33,0
23.84,24.03,1.71,2.289,0.952,17.22,992.69,1
94.01,32.82,1.476,1.02,0.694,26.28,1007.08,1
109.11,18.01,1.554,0.32,0.194,18.19,1002.09,0
44.43,34.46,2.637,2.048,0.121,33.62,1006.36,0
90.15,79.11,2.685,0.409,0.521,23.63,997.16,1
107.64,86.76,1.361,0.881,0.665,33.39,1006.7,1
101.53,80.1,1.367,1.501,0.166,19.1,1001.5,1
21.94,66.8,1.546,2.04,0.602,28.88,1016.63,1
114.76,56.26,1.559,2.779,0.865,27.95,999.18,1
45.2,73.78,2.851,1.78,0.728,22.99,1016.13,1
40.71,45.18,1.948,2.014,0.664,32.97,1001.7,1
7.49,85.72,0.832,0.93,0.789,23.7,1007.34,0
58.34,70.95,1.595,2.062,0.104,18.97,998.59,1
13.08,72.8,1.882,1.313,0.204,34.54,1014.27,0
29.82,58.23,1.919,2.571,0.038,23.83,1015.31,1
38.03,89.67,1.756,1.177,0.145,19.16,1014.27,1
97.06,32.68,0.533,1.405,0.913,22.27,1009.2,1
105.06,44.3,0.101,1.298,0.222,27.27,999.14,0
36.3,79.99,1.014,2.433,0.662,25.24,1009.09,1
103.04,54.35,1.283,2.861,0.692,27.7,1018.79,1
102.87,90.03,0.185,0.982,0.645,28.24,1009.45,1
91.76,41.18,2.445,1.425,0.554,17.47,1018.69,1
17.6,43.24,1.032,2.118,0.486,21.3,999.14,1
82.84,89.99,2.741,2.686,0.42,29.97,1015.38,1
113.4,51.79,0.463,1.481,0.917,28.01,1011.55,1
81.9,56.45,0.171,0.327,0.01,16.77,1014.58,0
39.79,39.95,1.447,1.106,0.053,21.3,1011.32,1
60.07,34.9,0.567,1.651,0.493,33.63,1004.41,1
77.49,69.04,2.812,1.253,0.331,32.24,1010.6,1
61.27,20.79,0.031,0.56,0.408,28.41,1017.96,0
14.39,89.13,1.238,0.111,0.998,16.46,1002.53,1
37.45,80.13,2.78,2.062,0.775,27.14,1018.55,1
96.29,27.17,1.153,2.978,0.877,15.24,991.48,1
103.37,72.46,0.279,2.758,0.369,28.22,990.43,1
16.48,64.24,0.909,2.05,0.24,29.62,1004.81,0
114.29,26.61,1.494,2.525,0.768,24.94,1015.46,1
39.46,34.59,0.555,0.767,0.808,15.08,997.44,0
79.48,46.81,1.4,1.867,0.55,28.33,1010.8,1
90.22,72.93,2.509,0.182,0.896,31.39,1006.41,1
97.43,67.49,2.618,2.122,0.967,26.72,998.72,1
